true_label,predicted_label,confidence
0,0,1.66791362943286e-08
0,0,2.2250476901854333e-22
1,1,0.5047852993011475
0,0,4.725316812094392e-19
0,0,1.2530579638537743e-21
0,0,1.964215101679656e-07
0,0,5.019242621528974e-08
0,0,0.003790631191805005
0,0,0.0
1,0,0.46899017691612244
0,0,3.78635360911983e-12
0,0,7.801261125357037e-18
0,0,9.998436922842302e-08
0,0,2.7863060747534973e-09
0,0,2.2084528484386723e-33
0,1,0.5047852993011475
0,0,5.30626542664535e-15
1,1,0.5110191106796265
0,0,5.135061555703147e-18
0,0,3.053466457458853e-08
0,0,1.9186464328413422e-07
0,0,2.3423440964620568e-08
1,1,0.5047852993011475
0,0,8.084489024409725e-14
0,0,2.288563652821929e-12
0,0,2.4247092369478196e-05
0,0,0.0009700943483039737
0,0,0.04065746068954468
0,0,1.0455739931502965e-25
0,0,4.411248062929094e-15
0,0,8.159173551558952e-25
0,0,7.860021226042974e-25
0,0,5.831731186844991e-07
0,0,0.48904433846473694
0,0,1.4850217056050496e-08
0,0,5.962988325336482e-08
0,0,1.7942666019621356e-08
0,0,3.7851943801570087e-10
0,0,0.44984108209609985
0,0,8.430914657815008e-14
0,0,7.909129351446609e-08
0,0,3.077775529011437e-14
0,0,1.5357944679449814e-13
0,0,2.7666599677900194e-08
0,0,6.360433291163758e-10
0,0,3.1251835252987803e-07
0,0,1.7115943107270937e-09
0,0,2.830488199379033e-07
0,0,4.219756359927999e-15
0,0,6.102440863742231e-08
0,0,3.064862426072068e-07
0,0,1.5745579730719328e-05
0,0,1.5541645552730188e-05
0,0,9.263072087151158e-08
0,0,4.688996586843519e-13
0,0,3.173329527549431e-15
0,0,2.278162237670267e-21
0,1,0.5047852993011475
0,0,2.817387816100858e-12
0,0,7.801323199637181e-14
0,0,8.987298244207773e-15
0,0,9.457430394377297e-09
0,0,2.5118548971039187e-21
0,0,0.41215816140174866
0,0,6.849383527799541e-14
0,0,0.05493742972612381
0,0,3.3595801696151284e-09
0,0,2.3517539915474117e-08
0,0,4.084270585735794e-06
0,0,0.4798949062824249
0,0,0.004277339205145836
0,0,2.890268970337506e-12
0,0,3.750634107761372e-14
0,0,0.0012516571441665292
0,0,0.00010569369624136016
1,0,0.4863770306110382
1,1,0.5028305053710938
0,0,4.009136270739743e-24
0,0,0.002672227332368493
0,0,8.18389089545235e-05
0,0,0.1516803652048111
0,0,1.0342778296035249e-05
0,1,0.5047011375427246
0,0,2.382579077675473e-05
0,0,1.6901757771137227e-10
0,0,4.6544038923457265e-05
0,0,1.5989989776699076e-07
1,1,0.5053079724311829
0,0,0.02088826335966587
0,0,0.0
0,0,0.47546425461769104
0,0,0.00030055473325774074
0,0,1.2328219272082022e-21
0,1,0.5047852993011475
0,0,0.48961013555526733
0,0,5.312779105537402e-10
0,0,2.366884245930123e-06
0,0,6.159100464885048e-14
0,0,0.05020060017704964
0,0,6.424039633579071e-10
0,0,9.456518074569924e-15
0,0,0.3047683537006378
0,0,2.2428451063728576e-26
0,0,0.00468467827886343
1,1,0.5095365047454834
0,0,0.007730577141046524
0,0,2.0543259893202048e-07
0,0,2.661822477268116e-16
0,0,1.7678874586046084e-13
0,0,1.9210760626720003e-07
0,0,6.341217613226036e-06
0,0,6.288438519908013e-11
0,0,7.615163707952455e-12
1,0,0.33599817752838135
0,0,2.496557213344286e-24
0,0,7.523389836193006e-15
0,0,2.525960790318327e-21
0,0,8.83678226613326e-26
0,0,2.676026497283601e-06
0,1,0.5047852993011475
0,0,6.40044035549181e-08
0,0,6.0228358051972464e-05
0,0,1.2231183055312311e-17
0,0,1.2513148867001784e-20
0,0,3.467614475478171e-20
0,0,5.2218995051428116e-14
0,0,1.1413918889083361e-14
1,1,0.5078961849212646
0,0,0.331182599067688
0,0,8.810909244535341e-16
0,0,0.0151766212657094
0,0,0.47705698013305664
0,0,1.9548318960005417e-05
0,0,1.5090050737853744e-06
1,0,0.4923681318759918
0,0,6.865651797083316e-11
0,1,0.5059168338775635
1,0,0.49585914611816406
0,0,1.1404329702813243e-09
0,0,2.412670369695499e-29
0,0,3.127113842936284e-14
0,0,0.00013733447121921927
1,0,0.24927020072937012
0,0,1.6289151972159743e-05
0,0,8.072825186111743e-10
0,0,0.00033964597969315946
0,0,9.625390858883376e-30
0,0,0.49281561374664307
0,0,1.926486220327206e-06
0,0,4.284368060325505e-08
0,1,0.5047852993011475
0,0,2.1194745158936712e-07
0,0,9.235611651092768e-05
0,0,0.4926679730415344
0,0,1.878565036861346e-08
0,0,1.8030792414691632e-09
0,0,4.805239196749722e-21
0,0,1.1513542669174676e-13
0,0,1.4519629587539384e-07
0,0,1.8433117077165662e-07
0,0,1.6061912216924767e-11
0,0,2.5827546515594466e-15
0,0,1.162394358544816e-08
0,0,2.916470676073146e-10
0,0,2.0367499353746155e-11
0,0,6.263429445235724e-12
0,0,1.3297244743374221e-18
1,0,0.4943351149559021
0,0,4.898137895281707e-09
0,0,1.190655711980071e-05
0,0,1.3462295514465872e-12
0,0,2.906032890454685e-13
0,0,4.761396138475149e-12
0,0,1.8168079805036541e-06
0,0,3.267196575507114e-07
0,0,0.4978894591331482
0,0,1.241621591371491e-17
0,0,1.3061641368494747e-07
0,0,0.0033834336791187525
0,0,8.538852743909982e-15
0,0,6.543163181049749e-06
0,0,6.182485079442301e-11
0,0,1.0170629138883669e-05
0,0,1.0146051998560779e-08
0,0,0.09537217020988464
0,0,4.902065029455116e-06
0,0,2.0068876109978327e-18
0,0,3.727940338649205e-06
0,1,0.5059484243392944
0,0,3.9277200556553823e-19
0,0,0.011437798850238323
0,0,1.0206887605835936e-22
0,1,0.5025582313537598
0,0,6.775896508770529e-06
1,0,0.48783499002456665
0,0,7.984761296597753e-09
0,0,0.015959450975060463
0,0,5.897109786167504e-14
0,0,2.2846886882366135e-10
1,0,0.4952201247215271
0,0,7.723425996277907e-23
0,0,5.608652715980052e-14
0,0,1.1830135917989537e-05
0,0,1.65608689955965e-11
0,0,1.1598048097003627e-13
0,0,5.109064552173172e-14
0,0,0.0
0,0,2.039664444286604e-12
0,1,0.5078366994857788
0,0,0.04237857833504677
0,0,0.4462762176990509
0,0,1.0946553385959845e-10
1,0,0.47345995903015137
0,0,1.0359471161791589e-05
0,0,8.094637326150778e-15
0,0,2.382776619924698e-05
0,0,6.412968650693074e-05
0,0,2.10086998456995e-15
0,0,4.741910423350371e-12
0,0,1.2203471669636201e-05
1,0,0.49727731943130493
0,0,2.1404627978020785e-20
0,0,2.3517539915474117e-08
0,0,0.010225961916148663
1,0,0.4645138680934906
0,0,2.277102856796895e-20
0,0,4.0582081186452904e-15
0,0,2.5560711655451575e-14
0,0,4.012316034973651e-10
0,0,6.164749181354092e-23
1,0,0.47823452949523926
0,0,2.817910171870608e-07
0,0,1.3573762773499976e-11
0,0,1.4302271438282332e-06
0,0,1.6155597335348414e-18
0,0,0.0007821512990631163
0,0,1.8703639440183217e-15
0,0,0.38736188411712646
0,0,0.02499326504766941
0,0,1.4612297483118653e-11
0,0,2.2702614094205487e-11
0,0,5.487257138075071e-27
0,0,5.2492041824336866e-09
0,0,7.820784958312288e-05
0,0,9.858418792418888e-08
0,0,0.01007617637515068
1,1,0.505591869354248
0,0,8.239799467735232e-12
0,0,6.354394788132822e-10
0,0,0.0008195675909519196
0,0,6.137491403990225e-09
0,0,0.08750680834054947
0,0,4.701014616272883e-24
0,0,0.00032367126550525427
0,0,2.747569908122099e-20
0,0,0.3601917326450348
0,0,0.43490150570869446
0,0,1.5224845689720823e-11
0,0,2.302832278731084e-17
0,0,0.00209769862703979
0,0,1.3058520825536713e-33
0,0,2.061593022517627e-06
0,0,1.8171281536763506e-12
0,0,1.4629363543488047e-34
0,0,4.0271680745718186e-07
0,0,1.3325935678282913e-14
0,1,0.5090876817703247
0,0,4.766559868585318e-05
0,0,3.4495435388211174e-25
0,0,0.08908116817474365
0,0,1.2362466286197886e-19
0,0,1.2088993806003145e-08
0,0,6.318565028834433e-12
0,0,3.5982906410936266e-05
0,0,5.140245190214318e-14
0,0,7.690540951443836e-05
0,0,6.48316529350268e-08
0,0,5.754295125370845e-05
0,0,0.0011612367816269398
0,0,4.811107623403643e-10
0,0,0.40561485290527344
0,0,0.003502614563331008
0,0,5.713756690006733e-10
0,0,1.4421964806388132e-05
0,0,7.570287509383634e-15
0,0,0.45664411783218384
0,0,3.1810439395485446e-05
0,0,0.005925238598138094
0,0,5.692967533832416e-05
0,0,5.046763007499067e-09
0,0,0.42522525787353516
0,0,2.358134508406184e-25
0,0,8.854856003168501e-14
0,0,6.7781429358149126e-09
0,0,7.290582200447648e-12
0,0,5.474212230183184e-05
1,1,0.5082820653915405
0,0,4.207377016221783e-24
0,0,9.676431531047136e-12
0,0,2.652401001502026e-20
0,0,0.0011588995112106204
0,0,3.5408316279017527e-09
0,0,0.49736112356185913
0,0,9.520288557496315e-08
0,0,7.139762201327792e-22
0,0,1.107360647623068e-09
0,0,1.8793644329841944e-19
0,0,9.180402486182204e-16
0,0,1.3040370561157033e-07
0,0,1.525400458886588e-14
0,0,4.148942025494762e-07
0,0,1.1661150209559781e-25
0,0,0.00026597146643325686
0,0,8.126213238734206e-18
0,0,1.5128455115492583e-18
0,1,0.5062702894210815
1,1,0.5050036907196045
0,0,2.9474002392767507e-18
0,0,7.37804470296588e-11
0,0,2.5837559869401616e-10
0,0,6.227602210402991e-22
0,0,1.0359427760064932e-09
0,0,7.024615911177534e-08
0,0,0.484310507774353
0,0,2.473955706960851e-09
1,1,0.5047852993011475
0,0,9.486913208137104e-13
0,0,1.2485112775673778e-20
0,0,1.4020460978658787e-15
0,0,2.9117704295927035e-20
0,0,7.757643416539395e-09
1,0,0.48654434084892273
0,0,1.2268364990575265e-08
0,0,1.1057541087211575e-05
0,1,0.5044516324996948
0,0,1.8745357696636766e-11
0,0,0.00016375067934859544
0,0,3.63936770524101e-21
0,0,3.696184649015777e-05
0,0,1.2773393454068582e-12
0,0,1.7596663681729297e-08
0,0,3.0762002722894977e-08
1,1,0.5047852993011475
0,0,4.110375151356038e-09
0,0,4.586900304026642e-12
0,0,0.045011650770902634
0,0,1.7364624346175202e-14
0,0,8.704688879423994e-12
1,0,0.49465951323509216
0,0,6.528065865651911e-10
0,0,6.20625018044052e-09
0,0,3.7884274941434077e-38
0,0,2.807108785418677e-07
0,0,7.605374817212432e-21
1,0,0.49327245354652405
0,0,0.0011047605657950044
0,0,1.5172838679911038e-11
0,0,0.4832012355327606
0,0,2.169026026496712e-12
0,0,1.7619494485643372e-07
1,1,0.5052589178085327
0,0,2.844473018283435e-19
0,0,0.026210004463791847
0,0,5.6684803471105175e-14
0,0,2.4290393412229605e-05
0,0,2.058288174620229e-22
0,0,4.846717693851588e-09
1,1,0.5047852993011475
0,0,8.78230300982441e-12
0,0,0.00027269430574961007
0,0,2.7349966558176675e-07
0,0,1.946218186610338e-11
0,0,5.328254994879135e-14
0,0,1.9753770175157115e-08
1,1,0.5089805126190186
0,0,7.27979632131337e-09
0,0,2.5105495397289906e-15
0,0,4.126034582441207e-06
0,0,2.2233162203920843e-15
0,0,0.00019591943419072777
0,0,0.0004284144379198551
0,0,0.00039856339571997523
0,0,4.723443164378338e-11
0,0,7.69770940678427e-06
0,0,6.13069373045505e-09
0,0,1.1717200009470899e-25
0,0,7.525891305704135e-07
0,0,1.2577852323920617e-20
0,0,0.25785306096076965
0,0,1.4519215109221077e-28
0,0,6.529071033822831e-11
0,0,0.0003943178744520992
0,0,4.806393917533569e-06
0,0,1.4230856617392916e-18
0,1,0.5012267231941223
1,0,0.15726609528064728
0,0,1.5598828895235783e-06
0,0,1.254634396374854e-09
0,0,2.7662355536838493e-21
1,0,0.4796926975250244
0,0,4.473799072850948e-22
0,0,3.2996126844786185e-24
0,0,4.3223594990019414e-17
0,0,1.956574067207839e-07
1,0,0.4155491888523102
0,0,0.1744474321603775
0,0,1.0108763826011113e-09
0,0,2.1615761625071173e-08
0,0,1.957899445868827e-13
0,0,0.0005561617435887456
0,0,7.600545152793153e-25
0,0,7.928754373003433e-22
0,0,2.8018719149258686e-06
0,0,5.3929714027844966e-08
0,1,0.5021541118621826
0,0,2.845118660048493e-15
0,0,0.00035876466426998377
0,0,5.3756359363887896e-08
0,0,2.8318811473582173e-07
0,0,2.7781486551248236e-06
0,0,9.485702889833192e-09
0,0,0.00039089107303880155
0,0,2.0836375227745348e-16
0,0,2.4923424869066624e-12
0,1,0.51191246509552
0,0,0.13999907672405243
0,0,0.49692174792289734
0,0,0.37264102697372437
0,0,4.886285580270783e-17
0,0,2.6502129515559938e-30
0,0,2.562104417513922e-10
0,0,3.255356091358408e-07
0,0,0.0009018389391712844
0,0,2.917845132177632e-10
0,0,0.0017556595848873258
0,0,3.568362827444105e-10
0,0,1.594877829802499e-07
0,1,0.5015060901641846
0,0,4.632594539089041e-07
0,0,0.31337130069732666
0,0,1.4112745416738903e-09
0,0,0.0005483795539475977
0,0,2.952710893905706e-19
0,0,0.0
0,0,1.852079184461175e-10
1,0,0.49984121322631836
1,1,0.5055645108222961
0,0,0.053385134786367416
0,0,2.710339970235509e-07
0,0,8.984531561079481e-28
0,0,0.03293316811323166
0,0,0.00016957252228166908
0,0,6.70300970284643e-09
0,0,1.199165083976884e-15
0,0,1.2063421195307455e-07
0,0,9.897079422671595e-08
0,0,6.415323827724251e-09
0,0,2.5878611578059238e-24
0,0,1.4066372593182617e-30
0,0,0.49570420384407043
0,0,3.6695274596709737e-10
0,0,3.2198230626862e-12
0,0,0.0005521990242414176
0,0,2.6125615292150886e-15
0,0,2.2894552387242584e-07
0,0,2.2437085778041242e-27
0,0,2.5839567570073996e-06
1,0,0.49840977787971497
0,0,3.549933242329162e-13
0,0,3.6973082373492616e-09
0,0,1.1668374099826906e-05
1,1,0.5025525093078613
0,0,0.0016806647181510925
0,0,2.8394415724913857e-12
0,0,5.6880113952217926e-09
0,0,5.892550398394847e-16
0,0,1.1963802858823645e-26
0,0,4.661798502780812e-09
0,0,1.2154040632594842e-05
0,0,5.278270396441988e-35
0,0,3.445976787746976e-19
0,0,1.0293454266729896e-07
0,0,0.007817075587809086
0,0,0.4985950291156769
0,0,0.0003979146422352642
0,1,0.5054498314857483
0,0,3.514362710985124e-24
0,0,4.60210472161271e-12
0,1,0.5017679333686829
0,0,1.1681594164728606e-16
0,0,4.935106576869908e-12
1,0,0.4775449335575104
0,0,0.00035368179669603705
0,0,4.482405183245559e-16
0,0,1.2172470008077845e-20
0,0,2.9808263012849817e-24
0,0,1.1830762437152042e-14
0,0,0.01408232469111681
1,1,0.5082710981369019
1,0,0.4203336834907532
0,0,2.638503835989542e-13
0,0,3.606967595715105e-07
0,0,3.3450720366090536e-05
0,0,5.615496512234586e-09
1,0,0.49499762058258057
0,0,1.8079077843640687e-16
0,0,1.981802313366643e-07
0,0,2.3750793501252925e-18
0,0,0.45139941573143005
0,0,2.8225433101880526e-10
0,0,1.4461394926001958e-07
0,0,6.138704520708416e-06
0,0,7.281173331467064e-20
0,0,0.0011540765408426523
0,0,1.0917689663488115e-30
0,0,0.003505066968500614
1,0,0.03921080380678177
0,0,6.910931890480486e-17
0,0,0.0
0,0,0.007230418734252453
0,0,3.7478378733801776e-10
0,0,2.8777698389603756e-05
0,0,2.6656934437596647e-09
0,0,6.209740490703552e-07
0,0,6.277154351863601e-10
0,0,4.356069792662508e-28
0,0,6.943259850530556e-14
0,0,1.191969605290257e-20
0,0,2.0065000327917915e-08
0,0,0.015649722889065742
0,0,3.946707238355884e-06
0,0,5.4544936574529856e-05
0,0,1.933891837779811e-07
0,0,2.3591451281390619e-07
0,0,5.553383748673771e-18
0,0,2.7669863574146475e-20
0,1,0.5047852993011475
0,0,4.935106576869908e-12
1,1,0.5047852993011475
0,0,1.0196480616286863e-05
0,0,0.0010390887036919594
0,0,4.83800155899096e-19
0,0,8.93966500825627e-08
0,0,9.333765531305271e-12
0,1,0.5097668766975403
0,0,7.366813062147154e-25
0,0,1.9846999748957678e-13
0,0,3.5396115651364474e-19
0,0,3.3995579684642507e-09
0,1,0.5066580772399902
0,0,2.6317113419049853e-11
1,0,0.4926864802837372
0,1,0.5050646662712097
0,0,0.44906458258628845
1,0,0.49377912282943726
0,0,7.926673098283821e-13
0,0,6.446215713761177e-26
0,0,3.535580845020342e-13
0,0,8.80226745441845e-14
0,0,2.3405853644131724e-11
0,0,6.9989517653690214e-12
0,0,2.242000846308656e-06
0,0,8.111184683912143e-07
0,0,7.312822845051414e-07
0,0,0.001280225464142859
0,0,2.458807109395308e-17
0,0,2.7654822625168447e-24
0,0,2.4090235337420185e-18
1,0,0.4279305040836334
0,0,4.577457302090693e-10
0,0,2.4658444522782712e-23
0,0,0.0
0,0,9.928937759453531e-20
0,0,6.543960153296381e-33
0,0,9.415562089998275e-06
0,0,0.0034931041300296783
0,0,0.009570787660777569
0,0,2.9070906748529524e-06
0,0,3.21079505738453e-06
0,0,1.6774132598528056e-17
0,0,6.22172410658095e-06
0,0,0.0
1,0,0.4041324555873871
0,0,2.885419436035026e-21
0,0,0.00401323102414608
0,0,2.7272713482544453e-19
0,0,4.693014097993664e-13
0,0,1.6017484227859313e-08
0,0,5.526273565841835e-17
0,0,4.452238863450475e-05
1,0,0.4765336513519287
0,0,4.783740969975708e-32
1,1,0.505490243434906
0,0,3.299547825008631e-05
1,0,0.46532708406448364
0,0,0.03142387419939041
0,0,2.6855365345838054e-23
0,0,7.458793048918751e-19
0,0,0.4938463270664215
1,1,0.5052632093429565
0,1,0.5119035243988037
0,0,2.7696358984030667e-07
0,0,1.2598946615403354e-33
0,0,3.6129888612560284e-36
0,0,3.6852189052097306e-13
0,0,9.339939845837142e-13
0,0,3.176260473305168e-15
0,0,1.6884741218040067e-14
0,0,1.9724180733935457e-15
1,0,0.19381648302078247
0,0,2.6061400149046676e-08
0,0,3.9475771984598396e-08
0,0,0.0014701253967359662
0,0,1.5221375271323723e-09
0,0,1.4047081720036658e-07
0,0,1.088138024130103e-09
0,0,5.5137874732529544e-24
0,0,3.21079505738453e-06
0,0,7.361130031193117e-20
0,0,4.162040646632834e-17
0,0,1.5432264262926765e-05
0,0,2.2045986252900017e-17
0,0,0.0
0,0,0.005132397171109915
0,0,0.0030447908211499453
0,0,4.780550192767232e-16
0,0,0.008024976588785648
0,0,1.3914802821091143e-07
0,1,0.522136926651001
0,0,1.4617880517153736e-10
1,0,0.49442657828330994
0,1,0.5051562786102295
0,0,8.730644679433297e-12
0,0,1.0548696332803248e-15
0,0,1.814190618650048e-28
0,0,1.3900049731022102e-12
0,0,2.7690105416922073e-11
0,0,6.690574809908867e-05
0,0,7.335999612223532e-07
0,0,5.074903128843289e-07
0,0,7.620859672485825e-12
0,0,1.1098526186970048e-07
0,0,9.84153767498542e-18
0,0,0.49184027314186096
0,0,3.20161397393548e-10
0,0,6.121758224927346e-27
0,0,0.001266981940716505
0,0,1.1800638333170355e-07
0,0,3.260495020640519e-07
0,0,1.1395102319511352e-06
0,0,0.001747972914017737
0,0,0.0065330746583640575
1,1,0.5047852993011475
0,0,1.6887295869408986e-13
0,0,5.793156014988199e-05
0,0,1.4713644477861773e-27
0,0,3.9648468427681827e-13
0,0,1.621462547563013e-10
0,0,2.5064237352268037e-09
0,0,0.06281673163175583
0,0,3.1936479421299305e-14
0,0,4.198652534047158e-14
0,0,2.349248546806848e-07
0,0,9.27702706321476e-11
0,0,3.3062836578346708e-28
0,0,4.586900304026642e-12
0,0,4.393059089177992e-16
0,0,3.7716032238677144e-05
0,0,7.238666202537318e-34
0,0,6.322987973623732e-24
0,0,0.08958820253610611
0,0,1.8867135284650338e-11
1,0,0.48864996433258057
0,0,0.0
0,0,1.1943395057667505e-11
0,0,8.02749036665773e-06
0,0,0.4979166090488434
0,0,3.0398118050500855e-11
0,0,4.427537784993199e-36
0,0,1.8601821472064017e-11
0,0,7.761781262161094e-07
0,0,5.8496063104485074e-08
0,0,0.003888221923261881
0,0,4.1392046114197e-05
0,0,5.0647792055981897e-23
0,0,1.2146990622527202e-30
0,0,0.00013223401037976146
0,0,4.3952430583971136e-10
0,0,3.600215459087508e-09
0,0,2.7867633411682945e-35
0,0,0.0018418412655591965
0,0,2.9589568129040345e-08
0,0,1.6947224068530886e-08
0,1,0.5017199516296387
0,0,6.582422997780668e-07
0,0,8.131657239923706e-14
0,0,1.7670034879735397e-10
0,0,5.117044483450572e-13
0,0,2.8651435380080994e-18
0,0,9.088965953196748e-07
0,0,1.4773423799852026e-06
1,0,0.498654305934906
0,0,3.1711366865749824e-09
0,0,2.6475728684662367e-17
0,0,1.7174329666747035e-11
0,0,3.84363404446207e-19
0,0,2.19094324904745e-08
1,0,0.12287814170122147
1,0,0.20462433993816376
0,0,8.141672475161398e-24
0,0,8.036922374482163e-21
0,1,0.5032749176025391
0,0,1.0528941857046448e-05
1,1,0.5061510801315308
0,0,3.6376300023121654e-15
0,0,1.0760681746500255e-17
0,0,1.4425692086185438e-13
0,0,1.655179471079996e-24
0,0,0.0003632532025221735
0,0,3.68402659489675e-08
1,0,0.36338117718696594
0,0,7.332901077461429e-07
0,0,4.9194208258995786e-05
1,0,0.2213456928730011
0,0,1.4536727830946633e-28
0,0,2.5958779570345314e-10
0,0,0.0008348897681571543
0,0,0.007110684644430876
0,0,7.423144043894325e-11
0,0,6.32886731182225e-05
0,0,2.2273356080404483e-05
0,0,0.007350407540798187
0,0,5.889548658939582e-28
0,0,9.538812264509033e-06
0,0,9.903527825372294e-06
0,0,0.2967143952846527
0,0,3.896030214245417e-16
0,0,1.1283450302573828e-12
0,0,0.007609466090798378
0,0,6.110007961979136e-05
0,0,6.886564207775336e-09
0,0,0.48602887988090515
0,0,2.550589295324812e-09
0,0,0.0
0,0,1.65824888542776e-11
0,1,0.5047852993011475
0,0,1.3500051851984207e-18
0,0,9.757444953859271e-30
0,0,3.183699777333654e-13
0,0,3.8485718900159e-30
0,0,0.0015564975328743458
0,0,1.8191949682777597e-12
1,1,0.5023045539855957
0,0,1.4532636661776695e-19
0,0,2.789469085104808e-17
0,0,2.4835217216079286e-11
0,0,7.459929375619456e-12
0,0,6.583929582082426e-12
0,0,1.5603349563675525e-15
0,0,4.67820837002364e-06
0,0,0.0009930123342201114
1,0,0.4206414818763733
0,0,6.833555380580947e-05
0,0,6.3716665863466915e-06
0,0,2.0046685857127947e-26
0,0,2.648363306434476e-07
0,0,1.889483048064478e-22
0,0,2.359185281450239e-19
0,0,8.702775365048683e-32
0,0,0.02238893322646618
0,0,6.454112281062407e-06
0,0,3.8229497789643574e-08
0,0,4.286311639991128e-20
0,0,2.631947360520661e-15
0,0,3.005186954396777e-05
0,0,4.477112724998733e-07
0,0,7.936760693105782e-10
0,1,0.5067310333251953
0,0,3.249576441266555e-10
1,0,0.4407142400741577
0,0,1.2704945602515227e-12
0,0,2.868646482466139e-16
0,0,3.912409201010967e-18
0,1,0.5047852993011475
0,0,0.03796946257352829
0,0,0.005532461684197187
0,0,0.012906571850180626
0,0,3.8517331143149425e-13
0,1,0.5047852993011475
0,0,0.0022503144573420286
0,0,0.013868610374629498
0,0,1.731692549356012e-07
0,0,0.1720326542854309
0,0,8.340966806130723e-12
0,1,0.5047852993011475
0,0,5.087905672653309e-36
0,0,2.5216145331796724e-06
0,0,1.2577550310100775e-22
0,0,1.1757616312662627e-20
0,0,8.956043914300216e-13
0,0,0.020928556099534035
0,0,3.6373994094507367e-12
0,0,0.0007005491643212736
0,0,6.148519560156274e-08
0,1,0.51509690284729
0,1,0.5017437934875488
0,0,1.5328119971750633e-17
0,0,3.220571670681238e-06
